video_id,category,duration,upload_date,creator,quality_score,popularity_weight,content_embedding
37,Science,156,2026-04-29 07:45:50.513160,channel_1049,0.42711360107381097,0.0020565742297304424,"[0.07465257722279309, 0.029611390333402366, -0.03478962101578037, -0.32681602335814247, -0.0006584849848177267, -0.18207939079204097, 0.1845343999177129, -0.057950030511646274, -0.18700266386571018, -0.011552284517148154, 0.23852294844467065, 0.1184104079586102, 0.04128063610902366, -0.2489212297797496, 0.3043904645379836, -0.11668560226500317, 0.17528052635065067, -0.06107384779951251, 0.15720855616383334, 0.24531326385183147, 0.12166181088664477, 0.141881492457864, -0.018477976616355, -0.08145976039242651, 0.025960039367883346, -0.0638053329727847, 0.46311867133720097, -0.18627551876476417, 0.18810136027282912, 0.09708298904618418, 0.043149299402053885, 0.27778933750743606]"
38,Pets,159,2026-04-08 07:45:50.513160,channel_803,0.27069833176287006,0.0021144314875726432,"[0.05629101557798007, -0.11977967838460728, 0.055036997827350886, -0.03455787526369846, 0.09494821034746163, 0.15339208799157122, -0.16207301297363372, 0.2255086081499471, -0.04808865754844384, 0.08369090229377699, 0.1164071032405776, 0.06931047345291527, -0.020584093112023593, -0.09217738759930601, -0.05074771524791691, 0.2952807488237535, -0.16335182392628736, -0.13569033983190362, -0.14397341996655352, 0.025610929051769517, -0.28764646084640355, -0.2553586347867644, -0.04923097385274993, -0.24294794067136177, -0.2275716092826522, -0.24153168527708044, -0.15971928338373453, 0.1379548224555245, 0.18030106154810288, 0.3620330833734698, 0.35512087048550334, 0.14834345093832013]"
39,Sports,140,2025-08-10 07:45:50.513160,channel_1280,0.2656702604519414,0.0020983004401798613,"[0.1950192020391413, 0.02487883675801461, 0.09865313910536963, 0.36883151676026277, 0.07044391358323532, 0.21884650495320895, -0.1773090041721965, -0.1264300544405332, 0.05922047878916251, 0.028452067582201195, -0.11764298622901734, 0.45684057067414546, 0.03275264730126066, -0.08401455876377405, 0.02877223418491133, 0.0048251464203186226, 0.03563870650175275, -0.3024347304908957, 0.24516871390667852, 0.25596317183000894, 0.27901820846662395, 0.061756174551744356, 0.1257169741907081, -0.16438119882080854, 0.15805671994718357, 0.0477809714911128, -0.0873699341701575, 0.16409991563165047, 0.17144471892476384, 0.011501550592830888, 0.08319050132236586, -0.195785734507121]"
40,Beauty,641,2025-09-01 07:45:50.513160,channel_7,0.42160059313070236,0.002281893221377134,"[0.2253540035701886, -0.1629294151788354, -0.12787372261968644, 0.01129606441210205, 0.20203028706333478, 0.2019273879880399, -0.0008745675251833823, 0.14012546401638704, -0.3061785352234301, -0.13039237394200626, -0.12669995039767093, 0.22699079161556818, 0.11867028802747155, 0.03347232683029669, 0.051070600427493194, 0.2842955626900124, -0.03084876135369414, -0.23820324505158869, 0.19707774422630606, 0.03296227556838274, 0.1728737082016821, -0.008114593761160629, -0.15203069495725421, 0.07302018741054879, 0.001844452604137988, 0.0335248062575114, 0.2930385186912545, -0.1991636910526459, 0.051828968199628726, -0.14846094109132446, -0.4695927318524709, -0.008876004177190897]"
41,News,647,2026-05-09 07:45:50.513160,channel_624,0.38550446957956896,0.0015348080737816706,"[0.004677896725231225, 0.09401985387524023, -0.032802605227593665, -0.22452387035907928, -0.12401308045048103, 0.1985820178611514, -0.12615372460350763, 0.2387319266611383, 0.1583253733775899, -0.047917605234312474, -0.10993662623025187, 0.15801304198418586, -0.03632660326460487, -0.2330659965205936, 0.08479078167785951, 0.06291845663441342, 0.1715528133260824, 0.052714844589824554, -0.08280495317412295, 0.1914527462666461, 0.20612619844763735, 0.03516473682803077, 0.009095840489094368, -0.19953382188202382, -0.09160787991710656, 0.11471518047434155, -0.08403136337861132, -0.2196741429887908, 0.5271375583775513, -0.22066453413648904, 0.3402917643518348, -0.04635586645953115]"
42,Music,978,2025-11-07 07:45:50.513160,channel_1276,0.2678082450946173,0.0017510070670763243,"[-0.014158945403949791, -0.11256402266407659, 0.13107563340861314, -0.24107097292957275, -0.30813853119176093, 0.2696017289629842, -0.13461444622643876, 0.12492249634066412, -0.18174513069271137, 0.1186156471614218, 0.2818873881315065, -0.08825943962387832, -0.32372890448433733, 0.28276599764884885, 0.155087247519292, -0.07929318155386246, -0.03649316195209092, -0.18596388454403223, 0.23780306481122912, -0.08953099079132076, -0.23754380675514353, 0.03577215097313995, -0.14399775737080736, -0.17246219141443625, -0.07201437042212055, 0.014459044852835456, -0.23124839266407665, 0.2319246976454603, 0.11338135461100055, -0.06117515569874037, -0.1512528083558327, -0.014939611050706758]"
43,Vlogs,670,2025-08-16 07:45:50.513160,channel_718,0.25540709157983504,0.0019245545103117134,"[0.14946518934544095, 0.1237325516198297, 0.17589880149317763, -0.07982756885514959, -0.4860545519357986, 0.20735720592696608, -0.027784111191775963, 0.11070130982174096, 0.27738700469523614, 0.40454210790511885, -0.10798521946559395, 0.022261021621291986, 0.22713643690932178, -0.14029954098507788, -0.0967334111343485, -0.09771833816695845, -0.004667956908566898, -0.03657943716125602, -0.09867497512539408, -0.1604864258613609, 0.1349256026525668, 0.2223164073004048, 0.24639272144663402, -0.07994323890599363, 0.14186918899734532, 0.03927186978256996, -0.09483230840422001, 0.12200999528313604, -0.10246542215748086, -0.06251180420416827, -0.2287804636667293, -0.07714275192981923]"
44,Movies,47,2026-02-28 07:45:50.513160,channel_302,0.3296520389625666,0.001346145225491293,"[0.04937645839339609, 0.3051605605617872, -0.06875549541178534, -0.20192575264029583, 0.29124093822716896, -0.09813634983336178, -0.34006335365422685, 0.025886969107696715, -0.06316902039856989, 0.44743105959472645, 0.09245954239204113, -0.028463849063345984, -0.17981635778390037, 0.06421804008704203, 0.2833326860754843, 0.06064841539477258, -0.16482658810541725, 0.1047987701624207, -0.009454127834796001, 0.08725604954260231, -0.06901066307864218, -0.07357910624661036, -0.08125891649837125, 0.18326700272433902, -0.07162047345836914, -0.08941844804875614, -0.18323349980444997, 0.08830649502345833, 0.060626557022323425, -0.08728622088720954, -0.13797542513428848, 0.3649190785651374]"
45,History,324,2025-09-17 07:45:50.513160,channel_638,0.23472103302456798,0.0019867171814886243,"[-0.2808380899980655, 0.0736536440400193, 0.19286694426044784, -0.5058096842461383, 0.11860225017446067, -0.03289431255515472, 0.03824096604470189, -0.04827454483338221, 0.16060653389561583, 0.0542306995569025, 0.01967193959463857, -0.13424192524457731, 0.2811142588591133, 0.0014831656858865986, 0.34197509191928227, 0.2878762550117487, -0.2655909667840837, -0.09781406152262583, -0.15486527983174805, -0.007199422399004241, 0.027952341277467197, 0.03433877452827505, 0.15743070930999623, 0.2230617571978948, 0.1444911670429013, -0.08377386049842098, -0.11679273563277243, 0.00041247125905726476, 0.06363957344000545, -0.027359035146085002, -0.20094380976048676, 0.10186338221287505]"
46,Music,84,2025-08-28 07:45:50.513160,channel_55,0.18638501240057256,0.004788052222880288,"[-0.10935722735416786, -0.11777487069206417, -0.015223211281757175, -0.06687150856395138, -0.10216168864232654, -0.35683325071829974, -0.03128883422609015, 0.1959474477321416, 0.07376916940793553, 0.2642876079065381, -0.2030809696528031, -0.35625712517492875, -0.06853035926452686, -0.1712176519906789, -0.1422552073824393, 0.05902495625415806, -0.14023304060123387, -0.34845495218954525, -0.15581904740434532, 0.09479110260295769, 0.1871743370386171, 0.18437073375968083, 0.11832131842296428, -0.046855833221969484, 0.11286927413333166, -0.0118010092092994, 0.031525400117870195, -0.261836096469588, 0.012230088616395745, 0.10555271626408087, 0.09508879131146224, -0.35889424022954397]"
47,Education,146,2025-06-24 07:45:50.513160,channel_725,0.5465908761912059,0.0051928946754608305,"[0.014520225151083513, -0.21780004838338465, 0.026197835708790813, -0.10579152079789557, 0.25728360478874984, 0.017986973031315346, 0.12084965845321947, 0.3184095028115412, -0.12329900899796413, 0.0657183334208989, -0.1788858921213162, 0.052025159164911586, 0.2663441648629117, -0.09471153239067868, -0.13363964621169513, -0.01375295783112429, 0.30859638526640004, 0.11630551026363972, -0.13649967288136242, 0.21948511175066338, -0.24965399392996632, 0.3222841198456021, 0.1291892416544203, 0.26601957778169566, -0.2485581399946508, 0.025559045189749847, -0.020196152904733554, -0.15189539523027343, -0.19549556392848008, 0.07648945211317419, 0.09016340098256866, 0.19609145650273216]"
48,Education,290,2026-01-28 07:45:50.513160,channel_525,0.36609838844488657,0.0018626949743387011,"[-0.08407180722204459, -0.023648976500870285, -0.23087215668513952, 0.25731273434125973, 0.011614598531287034, 0.12067298498466236, 0.1265709408323554, 0.24367231929284802, -0.13884452244241213, 0.11649764307134454, -0.004176478360990325, 0.3516501251256567, -0.13933963219450846, 0.19562934333636287, 0.058507419049071564, 0.0497422584266504, 0.009021513971746697, 0.22489450669944067, 0.044063491586822975, -0.25457884922748847, 0.20365828615596152, 0.173046717252706, 0.0980525662837021, -0.1884561975077021, -0.16251121487408998, -0.31353479413483426, 0.07687553808242548, -0.22537597474452087, -0.28703307653208865, 0.21292442725554314, 0.12828673697424128, -0.0556399931874293]"
49,Travel,564,2026-05-18 07:45:50.513160,channel_473,0.2846388596386403,0.0022027209447281716,"[-0.021888819797898668, -0.39310157900170306, 0.14969769349081363, -0.11311794621004123, 0.05393406536996273, -0.40636388918388155, 0.15962965990050237, -0.12293400616751737, -0.22469756717772157, -0.055454445758793325, -0.09738694666070567, 0.17541998924795868, -0.06864742728752296, 0.22250532482324553, 0.05390985767051254, 0.14604368899621456, -0.0003537658562679818, 0.20771786314994675, -0.18837830121622912, 0.018554037069003892, -0.06473505121130296, 0.2280591445877661, 0.24478127794935178, 6.87885308631424e-05, -0.210894250878672, 0.0697418462765408, -0.27181850994345363, 0.2655371425612481, -0.07726518765524204, -0.004991882537982911, -0.11119429550039787, -0.14725429152106223]"
50,Movies,100,2026-01-08 07:45:50.513160,channel_27,0.3738807572061441,0.001232005539389872,"[0.1442851803917008, -0.03104069632701493, 0.00831367555057406, -0.19645776670348952, 0.16752761997349136, 0.1874359043841023, -0.04088653120121361, 0.24812766626249355, -0.020376711400560413, 0.1525952631184593, -0.3176009177205512, 0.06916511178486497, -0.05312791789020138, 0.030435162845756245, 0.021660136919867175, 0.024598989722203538, 0.12049035274065704, -0.11060238681611709, 0.11136670373905827, 0.2412005554748427, -0.27595937279472316, -0.15274880681276398, -0.14452864790697662, -0.21370931900799794, -0.09289659566911512, 0.2021774677322667, 0.2832874005815228, 0.02077804840385609, -0.06345178664766292, 0.15712924744886803, -0.46261988033559837, -0.20649451956908732]"
51,Movies,23,2025-11-30 07:45:50.513160,channel_77,0.060063116693945935,0.003050402190984869,"[-0.3799642785061399, -0.17441528291522632, -0.12553215204703877, 0.24184139171845395, -0.4518828297792913, -0.06819866865662416, 0.10139991572662818, 0.06722128538591346, 0.23923199561423014, 0.026358118282179037, 0.061255373980588494, -0.3008949744362816, -0.1617427401810276, -0.2917622545254917, 0.09371458349376668, 0.05706761745606609, 0.051314467272378934, -0.1442577957810686, -0.159235578520121, 0.03427864843847173, -0.1095535223217519, -0.1670021562269291, -0.08320437227768888, -0.10813881928678781, -0.14185021387082597, -0.20061245871274863, 0.07343377464732528, 0.2546672376811289, -0.0063835324106741465, 0.036404169296288376, 0.08778504243497443, 0.059993138035663425]"
52,ASMR,293,2025-07-01 07:45:50.513160,channel_1239,0.13333090891023364,0.0018445373881275967,"[-0.1836706027970314, 0.37298452242293256, -0.16423858043037054, 0.14055147932427753, 0.11498304341718295, -0.4247288964389552, -0.0778233301160334, 0.012281060898562235, 0.028876617387367028, 0.06536932564244813, 0.1643149968856417, -0.0016298634931860975, 0.07690621603030365, -0.009749339778042185, -0.2206300224170575, 0.007026928371307507, 0.16245575680367302, 0.24046388719869202, 0.11652810735385856, 0.2893816992799698, 0.09083955691130229, 0.187350357628424, 0.20329282227709022, -0.048438223305452714, 0.15744898690683545, -0.20399846547397918, 0.07586410266275412, 0.12514008577991004, 0.22795190005028293, 0.17799877398537117, 0.23077535532675184, -0.021552697404655496]"
53,Fitness,3441,2025-07-14 07:45:50.513160,channel_1409,0.08589618130294228,0.001957155748115072,"[-0.0708494694030651, -0.05638916368902368, 0.05462198876227568, -0.37102288974155, 0.2731793420064271, 0.008999611667990553, -0.08512803890964159, -0.5189131540054586, -0.007551444909466728, -0.040712896570055286, -0.18400846334619417, -0.13806009533167807, -0.00546389556394295, -0.12066319347046134, 0.11730764493782003, -0.15359574802178944, 0.03171436679818552, 0.24205919289768138, -0.0075068003226096075, 0.0730205275094998, 0.060030707722654585, 0.0016403802075756475, -0.013744975511888082, -0.11720429276888118, 0.03097670152028303, -0.05810582065407891, 0.3171448726983819, 0.16638740154740517, -0.298007696397366, -0.2865948601111164, -0.02676084448941146, -0.0810878355579644]"
54,DIY,199,2025-10-22 07:45:50.513160,channel_364,0.519480905566335,0.0067139326154343325,"[-0.028220085109664894, 0.10030808892618957, 0.04863749858607025, 0.047080618064416976, 0.22277888339056698, -0.21395163249566923, 0.0160112452113611, -0.08920008013718045, 0.22112153306734103, -0.34033930251974664, -0.33358135054572524, 0.046927661648792585, 0.1735002180822732, 0.11911586896977928, -0.12338699001595643, 0.23205655306980938, -0.18970145533500476, 0.20141124479774575, -0.1693304836816478, -0.05419671233280892, 0.09847619910877169, -0.22586180904882702, 0.22629553267411878, -0.055139414477656405, 0.0211466858177805, 0.17903108083270644, -0.12217689844995384, 0.16341291677248243, 0.2527157967098073, -0.1009885878325806, 0.2109471594028511, -0.27120811790031296]"
55,Comedy,256,2026-03-04 07:45:50.513160,channel_665,0.13750135753569392,0.002006602382971812,"[0.06320963227395701, -0.1993305484993572, 0.15292441214641386, 0.13960229798367774, 0.33703873858709976, 0.23059210388385623, -0.02689508681716447, -0.17550511190187892, 0.09177832662845495, -0.009853198737054595, 0.2516628352506873, -0.35147843356232084, 0.35499518223565435, 0.08631133625537588, -0.13190489007412823, 0.11908404041181006, 0.2104965293665058, 0.018551893292581154, -0.2863445981193913, -0.04767439499666458, 0.16863375902071798, 0.08057998819664629, -0.025392047851001603, 0.2122640625465747, 0.1199466195655142, 0.1324446754857722, -0.06662228330831767, -0.08231905401915308, -0.27580523598178575, -0.04208429387330439, 0.15176008172100958, -0.0331125492332654]"
56,Tech,1454,2025-10-14 07:45:50.513160,channel_525,0.26987255089157247,0.0012189243263346083,"[0.10307143804560584, 0.2570660595319142, 0.08625158707239425, 0.10884939325535171, -0.3141201151440442, -0.07462248560204215, 0.3994396411866609, 0.024012552000800762, 0.4387934599585307, -0.16728635113158258, 0.054121656296568836, -0.08852924312840768, 0.13695037654318337, 0.20705227209460253, 0.13937515738837106, 0.24102320038667077, -0.0030474533947649728, -0.04407703839197935, -0.40674226957640847, 0.14769992902221488, 0.03983325389925316, -0.015711468752039562, -0.04414390470670304, -0.008531757560107874, -0.05465112185281916, -0.12215591861734088, 0.055426750480599314, 0.11200589358275899, -0.17826401371359735, -0.09270659946703384, -0.04733741697853776, 0.0011135157280801604]"
57,Vlogs,441,2026-02-11 07:45:50.513160,channel_698,0.17232571373110117,0.001484698390254122,"[-0.02207562225622446, 0.11361471815097872, -0.2845644688528127, -0.254025390784632, 0.03333579813761312, -0.10379230312774783, 0.15228090350891818, 0.20145874589192683, 0.0402550646874891, -0.1846115117125894, 0.18161815198964662, 0.03425427273135799, -0.25607455318278194, -0.24084782439352967, 0.26124290390022986, 0.23268757476460164, -0.4334929797373265, -0.23383367087951007, 0.19647386752700857, -0.003184724424882077, 0.12086985956671024, -0.010669270277020715, 0.11271424933760103, 0.0010046315937081022, -0.07536325765774866, 0.1823329034939449, 0.03479709044186317, 0.11235194527551404, 0.027115092901654304, -0.08375856560351178, 0.27699079305329266, 0.06113130552397297]"
58,Finance,303,2025-08-25 07:45:50.513160,channel_1335,0.11227804922879973,0.002050469135935685,"[-0.05988364723424568, 0.2156071633087763, -0.22277438933316054, 0.3771787989693328, -0.030215974796885668, -0.21386735785805927, 0.321462202910322, -0.07811934052198886, 0.04102641213752154, 0.12104803064280073, 0.1997263502759828, 0.05056094286867842, -0.10917830042774862, 0.03693598390569923, -0.07072310962032693, 0.041999110885186916, 0.27460894327624835, 0.1274967760880348, 0.03485365342874952, 0.12455624097290924, 0.13663081033868157, -0.18179771580102655, 0.0070370867758568125, 0.4322041636036222, 0.204558291313491, -0.08491106192869935, -0.10173898543929334, -0.10735847739843012, 0.14611631142887813, 0.2711498926286633, 0.09819016767320927, 0.026507507822462154]"
59,Pets,380,2026-05-11 07:45:50.513160,channel_882,0.5816771552806408,0.0018972370331848906,"[-0.07716703535853757, 0.05722490730914782, -0.14248699398847312, -0.3363176552088197, 0.28438019205231, -0.17474872376091133, -0.05643599887691315, 0.114034780241077, 0.24922260584099326, 0.04467358055231879, -0.2073939589148419, -0.052355581755121255, -0.1178792653067817, -0.006638739479989372, 0.2140435494515324, -0.44084294413299596, -0.0714743906930907, -0.08409822095908963, -0.2183482546640555, 0.10172248099364024, -0.245836262605245, -0.22584212053061817, 0.14786377559626615, 0.2607075247361771, -0.013220964091138189, -0.2115089860900951, -0.12258214746703275, 0.17512908618079867, 0.020229844535134437, -0.01755435960467955, 0.054388892577134765, -0.006542994796048331]"
60,Science,314,2025-12-17 07:45:50.513160,channel_1030,0.35641423079648227,0.0061765029440699155,"[0.23260909863194978, -0.11273607631282055, -0.13001433172669308, -0.20819131498434773, -0.08126094190281379, -0.16432775444366024, 0.03281745741315028, 0.0031522993126834984, -0.16238648020510926, 0.0886576211366304, 0.22826011952594974, 0.053849901994286443, -0.38276257528987695, 0.299036725431495, 0.11240202665837419, 0.2944148708077309, 0.16413936190786302, 0.19420536978887107, 0.030889931568659483, -0.03947205379851567, 0.05620394077599635, -0.10666270747123895, 0.06529328504043334, -0.39529632037374907, 0.006460730678466865, 0.202355833438432, 0.014192184128409687, 0.25996312716419345, -0.039690165517026754, 0.1508855984815483, -0.13216793998595613, 0.1447616497175248]"
61,ASMR,78,2025-12-24 07:45:50.513160,channel_1026,0.6680549621593945,0.0022958597623822566,"[0.03439460253780129, -0.03249525546187994, -0.3806087287176861, -0.0376155616016746, 0.031564026119745986, 0.12254409118791752, 0.23082297170876995, 0.300927227720533, 0.18428980345765966, -0.0831182138787213, -0.04507242050454003, 0.10926595138826997, 0.07683716275446013, 0.240789071841783, 0.36663577136190767, 0.3352556695506052, 0.22091373792144525, 0.07806276554970593, 0.19952930005183078, 0.24568295042477556, -0.021781812232468743, -0.07876639508760527, -0.11348116120742575, -0.12959400017271444, -0.20436036279494404, 0.03695381822461386, -0.14783685718433762, -0.1158620982213899, 0.10369705175008918, 0.02685515215549193, 0.06353010556425644, 0.2018692043948811]"
62,Beauty,63,2026-02-06 07:45:50.513160,channel_918,0.23666062570881263,0.0031744232204908144,"[0.14153441818651805, 0.24866083460323438, 0.013093157963866077, 0.26387038935986007, 0.05889343230423479, 0.027619336558100834, 0.23927021983408084, -0.14278252531737515, 0.33128886131013124, -0.04618332091456878, -0.19941959362931347, 0.10698648786378652, -0.061772276327588006, 0.331650097098117, -0.07087130811083082, 0.05147924221836258, -0.233387553725403, 0.13308428493965405, -0.1272685317230656, 0.11350597092262651, -0.07012550252548373, -0.3351089500652518, 0.021477467610112308, 0.014149435153801437, 0.144242496785144, 0.25473686156776737, 0.3130854704886407, 0.14147291217890648, 0.045613465601446745, -0.2336724584706638, 0.03307336796090341, 0.03518840886437954]"
63,History,1614,2025-11-18 07:45:50.513160,channel_749,0.1615337627620951,0.002030172279087586,"[-0.031631960342930865, 0.10079531539494394, 0.17865500689410524, -0.13032464174085406, -0.13280570647835338, -0.022181200327844434, -0.09797059969608185, -0.261357170493308, -0.15869986259587496, -0.19623783074158138, 0.1924366118541009, 0.27116233344755714, -0.17443950052957202, 0.08695808061160001, 0.13910088994835554, -0.2376325280804471, 0.025634680915291228, 0.4034433050439462, 0.10783052166793965, -0.03906225761568376, -0.08920547114180587, -0.32206172481737927, 0.07491937464463815, 0.31017510486753824, -0.1295506954175147, -0.3082272341412047, -0.10577268173009718, 0.14038809781768405, -0.068235387846094, -0.13065334400291267, 0.00305027548056781, 0.03657810827340352]"
64,Anime,294,2025-07-28 07:45:50.513160,channel_362,0.4673215625333898,0.0019401953908306623,"[-0.29375126705078697, -0.04597220868278035, -0.10521033487879583, -0.13560054852113987, -0.21518145476371345, 0.19914840890025026, -0.1363373818688853, -0.4220843177976809, 0.055919311009291865, 0.1534354485144249, -0.16841860287194071, -0.11841169093415915, -0.13732476712481473, -0.07334383985967396, 0.23418391841426944, -0.024132284881050126, 0.1776385906272149, -0.20498238281032163, -0.08118002541023234, 0.20184727545914294, -0.17044748416258151, 0.21414468389621802, -0.1329515512273667, -0.06805635432460996, 0.3533678047741504, -0.0922092234652438, 0.030751812811622037, 0.13042370069796594, 0.047923995485975895, 0.05396339415102465, -0.011962503150685127, -0.2755237209039379]"
65,ASMR,270,2026-02-16 07:45:50.513160,channel_1297,0.06420902356748515,0.001959538325369669,"[0.08064424830787421, -0.16959855792313372, 0.1796241190950391, 0.31769236839658965, -0.41806565846301846, 0.3180967373608596, -0.09517789886562852, -0.03032048551858562, -0.21125769271290393, 0.043638541371590886, 0.015470574502173177, 0.24935484445205025, -0.1716650449131872, 0.384548562695942, 0.15391045087336422, 0.02106330604296171, -0.04185950550937987, -0.07098426647519937, -0.05588166386039755, 0.03899243547525971, -0.04839265309015845, -0.14831064886283557, 0.040394974742401446, -0.193637360880674, 0.07466522396194879, -0.05164979757909265, 0.16132374894106105, 0.2290140390444767, 0.22892289173134392, 0.07365526564063986, 0.10068248984111453, -0.074731011382006]"
66,Music,223,2026-01-14 07:45:50.513160,channel_805,0.3451192306716273,0.0018610025913953791,"[0.16775843243701144, 0.19569879296878606, -0.38801251812240073, 0.09366472113531416, 0.33869815450933344, -0.08820425121379007, -0.14223650372865257, -0.1039426073568151, -0.37255143383667005, 0.031188950514200092, 0.007418330631210657, 0.04877653005464021, 0.10298037008742561, -0.1975535443395622, 0.06763398034368738, 0.10971953636903023, -0.12090766312764098, 0.1040056213104437, 0.01997996481023999, -0.1562591567342978, 0.07000798394672718, -0.07196918868002948, 0.17256748632397007, -0.059208717691573404, -0.31929808109731705, 0.0660960668839314, 0.05679172856344059, -0.2676494166071401, 0.18580488178694518, 0.17285356060992554, -0.21537480141915666, -0.16329898637977172]"
67,Vlogs,534,2025-08-05 07:45:50.513160,channel_738,0.4316636812036081,0.002281113467725677,"[-0.02272324273619046, -0.12142716018230862, 0.1024726799491757, 0.02383763583676183, -0.17498473456312005, -0.13160707230706445, 0.19005200206814898, 0.24571187350834994, 0.08620431701302625, -0.03380705304815552, -0.07040033868787894, 0.08795974418376072, 0.012148367906732412, -0.2576343869296589, 0.1651135889029189, 0.21534771035892392, 0.11797091653428629, -0.17467335461741804, -0.10190131140983978, -0.2972616639693546, 0.2553905140365322, -0.057083256266051305, 0.37335955797373377, 0.3128646813334487, -0.14456110708071504, -0.11333293632166885, 0.07459710141187088, -0.28075175172988676, -0.07012770719180382, -0.08611311291137368, 0.296212943422107, 0.025765157368183522]"
68,Fitness,3098,2025-12-05 07:45:50.513160,channel_1038,0.5666160298030876,0.0015224891944452925,"[-0.05620493395833342, -0.12463719636044232, 0.17646006221543367, -0.0980366448976739, -0.009924434629727153, -0.12614487705851385, -0.2995188382511908, -0.19658911667662046, -0.0990749942475309, -0.05195904552256896, -0.043308066729043644, -0.0175502298000793, -0.0964530937415461, 0.26627932057307535, 0.18710520900602287, -0.026666741717367787, 0.05018338132038337, -0.0734396776564589, -0.5612234411217399, 0.0040447401874890935, 0.06031961690009925, -0.31829374456152154, 0.09856959681526596, -0.05537788752938091, 0.06669854283958944, -0.04942159923319549, 0.24690297385207846, 0.04465116015335524, 0.19784861062778047, 0.21409421032976722, -0.2209685834771834, -0.1458609939005565]"
69,DIY,413,2025-11-23 07:45:50.513160,channel_1215,0.2149756738328049,0.007595431823741588,"[0.07999639733389602, -0.06474972118761126, -0.04226578920754603, 0.22789662567074104, -0.05497698141030181, -0.17163202753100004, -0.14769578926961524, 0.38657335725480296, -0.03156904145728488, -0.24165705033695992, -0.3134343767120863, -0.11064548064944194, -0.034811093164821484, 0.16813259708539746, 0.15098080096398284, -0.0011241780613468445, -0.0804494934789194, 0.06015562926379282, -0.3097654490770638, 0.350920251453427, 0.11586548579540079, 0.15357496346919877, -0.1902709657252174, 0.22720293003152853, -0.08148548517878285, -0.16873209822366694, -0.006938827276203369, -0.011080742120122259, -0.19104747405699615, -0.15852539999864398, -0.17239414118179217, -0.17070839205915664]"
70,Travel,135,2025-05-26 07:45:50.513160,channel_484,0.26374828268603734,0.0016781578345509752,"[-0.0637986494348039, -0.22833252679736302, -0.11365368991117872, 0.1718076069074446, 0.13534221687434958, -0.17258757755012863, 0.15751741631905086, -0.32325907270158527, 0.39932224366988184, 0.21375592082030812, -0.0920132249796817, 0.06286634815692055, -0.23029436506994083, 0.009936071014031097, -0.030192003642397235, -0.13722510703255733, -0.07702524095932489, -0.09320595277986556, -0.18604396696659029, -0.14106913307922875, -0.23702196118845403, 0.14093491348727302, -0.15322817582114448, -0.20088560067217653, 0.1383332944682684, 0.06076116098304825, 0.13225034172947764, 0.15059311427471342, 0.31849438892695825, -0.02565106946220198, -0.2396132512558152, 0.04455536945208347]"
71,Cooking,214,2026-04-16 07:45:50.513160,channel_27,0.24249768983046924,0.001367695361553529,"[-0.15319671995434528, -0.21926106894667646, 0.022882067030655484, 0.19825046711583852, -0.19143614745142107, 0.2918247023282278, -0.22661369945047502, -0.055851891325528424, 0.08846142217461399, -0.0888258233365887, -0.4066903630432855, 0.212368914868701, -0.14276835866977436, 0.17057580059008326, -0.28947891899777073, -0.2503882516299933, 0.19749036853316052, 0.07797363596896859, -0.10043262781430458, 0.08129940281398058, -0.21846734876708118, 0.02524845803254802, 0.029437822590589354, -0.08559300479575681, -0.19127376096509113, 0.016086363824568014, -0.012590243064061096, -0.10666953879273582, -0.2367352637882768, 0.0028571447304416267, -0.10609712421555198, -0.23692833846856812]"
72,Fitness,714,2026-05-10 07:45:50.513160,channel_713,0.29316609450079484,0.0013030807680651086,"[0.007369573903518307, 0.2722852644962738, -0.062103729528702224, 0.25357277505697245, 0.3579552393379648, -0.1614133151445948, 0.0015311796573490657, 0.35616069933519495, -0.02049877333024757, 0.006232276778613188, -0.28273104220634854, -0.09001007810172208, 0.0940608700179867, 0.4112762646556545, -0.033183853081536, -0.2814817556605857, -0.2379079436345463, -0.006059174871483692, 0.19930048734139338, 0.10790364090325305, 0.07792107389379066, 0.2216374512486856, -0.12193440301013549, 0.003232725974303538, -0.0881004173027905, -0.04595731222137693, -0.17036086866436637, -0.058234966688911996, -0.004692230684353839, -0.06288992815734606, -0.027267627145628574, 0.06857314945311009]"
73,Sports,136,2026-05-21 07:45:50.513160,channel_1062,0.07832898888244975,0.0012109198321327093,"[0.2362218570094907, 0.2500401484606559, 0.14520471317813546, -0.24028108601603582, -0.06873093313330624, -0.052306725285559116, -0.1253198382033682, 0.06528708120222688, -0.3040417564762904, 0.3229666447501858, 0.22793106557249518, 0.09119416498685014, -0.011844378270899202, 0.234342206938773, 0.13147095393790645, 0.21103812489996096, -0.01126135478950798, 0.3412257234344692, 0.22252794253549027, 0.09716963028986865, 0.23951664567480732, -0.07993505327180726, -0.22264474444157414, 0.061320350978352436, -0.010887266643159232, -0.03770510800329895, 0.2319532332423581, 0.031873795252841994, 0.050263169985515804, -0.06236960252714127, 0.16803201352003697, 0.1338491699021248]"
